Trace file,Capacity,Assoc,Block size,Policy,Total Misses,Miss Rate
470.lbm-1274B.trace.txt.gz,16kB,8,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,32kB,8,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,64kB,8,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,128kB,8,64B,l,23809,2.381,23809,2.381
470.lbm-1274B.trace.txt.gz,32kB,1,64B,l,45288,4.529,45288,4.529
470.lbm-1274B.trace.txt.gz,32kB,2,64B,l,36744,3.674,36744,3.674
470.lbm-1274B.trace.txt.gz,32kB,4,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,32kB,8,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,32kB,16,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,32kB,8,16B,l,63270,6.327,63270,6.327
470.lbm-1274B.trace.txt.gz,32kB,8,32B,l,45724,4.572,45724,4.572
470.lbm-1274B.trace.txt.gz,32kB,8,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,32kB,8,128B,l,24989,2.499,24989,2.499
470.lbm-1274B.trace.txt.gz,32kB,8,64B,l,35867,3.587,35867,3.587
470.lbm-1274B.trace.txt.gz,32kB,8,64B,r,38637,3.864,38637,3.864
483.xalancbmk-127B.trace.txt.gz,8kB,8,64B,l,20714,2.071,20714,2.071
483.xalancbmk-127B.trace.txt.gz,16kB,8,64B,l,20650,2.065,20650,2.065
483.xalancbmk-127B.trace.txt.gz,32kB,8,64B,l,20642,2.064,20642,2.064
483.xalancbmk-127B.trace.txt.gz,64kB,8,64B,l,20639,2.064,20639,2.064
483.xalancbmk-127B.trace.txt.gz,128kB,8,64B,l,20637,2.064,20637,2.064
483.xalancbmk-127B.trace.txt.gz,32kB,1,64B,l,23191,2.319,23191,2.319
483.xalancbmk-127B.trace.txt.gz,32kB,2,64B,l,20679,2.068,20679,2.068
483.xalancbmk-127B.trace.txt.gz,32kB,4,64B,l,20644,2.064,20644,2.064
483.xalancbmk-127B.trace.txt.gz,32kB,8,64B,l,20642,2.064,20642,2.064
483.xalancbmk-127B.trace.txt.gz,32kB,16,64B,l,20641,2.064,20641,2.064
483.xalancbmk-127B.trace.txt.gz,32kB,8,16B,l,36458,3.646,36458,3.646
483.xalancbmk-127B.trace.txt.gz,32kB,8,32B,l,28832,2.883,28832,2.883
483.xalancbmk-127B.trace.txt.gz,32kB,8,64B,l,20642,2.064,20642,2.064
483.xalancbmk-127B.trace.txt.gz,32kB,8,128B,l,13666,1.367,13666,1.367
483.xalancbmk-127B.trace.txt.gz,32kB,8,64B,l,20642,2.064,20642,2.064
483.xalancbmk-127B.trace.txt.gz,32kB,8,64B,r,21873,2.187,21873,2.187
453.povray-887B.trace.txt.gz,8kB,8,64B,l,37171,3.717,37171,3.717
453.povray-887B.trace.txt.gz,16kB,8,64B,l,29787,2.979,29787,2.979
453.povray-887B.trace.txt.gz,32kB,8,64B,l,25001,2.500,25001,2.500
453.povray-887B.trace.txt.gz,64kB,8,64B,l,12368,1.237,12368,1.237
453.povray-887B.trace.txt.gz,128kB,8,64B,l,2918,0.292,2918,0.292
453.povray-887B.trace.txt.gz,32kB,1,64B,l,31524,3.152,31524,3.152
453.povray-887B.trace.txt.gz,32kB,2,64B,l,26293,2.629,26293,2.629
453.povray-887B.trace.txt.gz,32kB,4,64B,l,24832,2.483,24832,2.483
453.povray-887B.trace.txt.gz,32kB,8,64B,l,25001,2.500,25001,2.500
453.povray-887B.trace.txt.gz,32kB,16,64B,l,25338,2.534,25338,2.534
453.povray-887B.trace.txt.gz,32kB,8,16B,l,41400,4.140,41400,4.140
453.povray-887B.trace.txt.gz,32kB,8,32B,l,31895,3.189,31895,3.189
453.povray-887B.trace.txt.gz,32kB,8,64B,l,25001,2.500,25001,2.500
453.povray-887B.trace.txt.gz,32kB,8,128B,l,18098,1.810,18098,1.810
453.povray-887B.trace.txt.gz,32kB,8,64B,l,25001,2.500,25001,2.500
453.povray-887B.trace.txt.gz,32kB,8,64B,r,26219,2.622,26219,2.622
429.mcf-184B.trace.txt.gz,8kB,8,64B,l,111595,11.159,111595,11.159
429.mcf-184B.trace.txt.gz,16kB,8,64B,l,110372,11.037,110372,11.037
429.mcf-184B.trace.txt.gz,32kB,8,64B,l,107254,10.725,107254,10.725
429.mcf-184B.trace.txt.gz,64kB,8,64B,l,100313,10.031,100313,10.031
429.mcf-184B.trace.txt.gz,128kB,8,64B,l,93056,9.306,93056,9.306
429.mcf-184B.trace.txt.gz,32kB,1,64B,l,108020,10.802,108020,10.802
429.mcf-184B.trace.txt.gz,32kB,2,64B,l,106950,10.695,106950,10.695
429.mcf-184B.trace.txt.gz,32kB,4,64B,l,107141,10.714,107141,10.714
429.mcf-184B.trace.txt.gz,32kB,8,64B,l,107254,10.725,107254,10.725
